innings,team,wicket_number,player_out,score,over
1,Rising Pune Supergiant,1,RA Tripathi,6,2.5
1,Rising Pune Supergiant,2,AM Rahane,39,7.4
1,Rising Pune Supergiant,3,BA Stokes,99,15.3
1,Rising Pune Supergiant,4,SPD Smith,101,16.4
1,Rising Pune Supergiant,5,DT Christian,105,16.6
1,Rising Pune Supergiant,6,MK Tiwary,142,19.6
1,Rising Pune Supergiant,7,MS Dhoni,147,20.3
1,Rising Pune Supergiant,8,SN Thakur,147,20.4
2,Sunrisers Hyderabad,1,S Dhawan,25,5.1
2,Sunrisers Hyderabad,2,KS Williamson,29,5.3
2,Sunrisers Hyderabad,3,DA Warner,83,13.2
2,Sunrisers Hyderabad,4,MC Henriques,96,14.6
2,Sunrisers Hyderabad,5,Yuvraj Singh,117,18.1
2,Sunrisers Hyderabad,6,NV Ojha,127,18.6
2,Sunrisers Hyderabad,7,Bipul Sharma,136,20.2
2,Sunrisers Hyderabad,8,Rashid Khan,136,20.3
2,Sunrisers Hyderabad,9,B Kumar,136,20.4
