innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Rising Pune Supergiant,1,AM Rahane,5,7,RA Tripathi,1,4,6,11
1,Rising Pune Supergiant,2,SPD Smith,15,16,AM Rahane,17,13,33,29
1,Rising Pune Supergiant,3,SPD Smith,19,22,BA Stokes,39,25,60,47
1,Rising Pune Supergiant,4,MS Dhoni,2,6,SPD Smith,0,1,2,7
1,Rising Pune Supergiant,5,DT Christian,4,2,MS Dhoni,0,0,4,2
1,Rising Pune Supergiant,6,MK Tiwary,9,5,MS Dhoni,25,13,37,18
1,Rising Pune Supergiant,7,Washington Sundar,1,1,MS Dhoni,4,2,5,3
1,Rising Pune Supergiant,8,SN Thakur,0,1,Washington Sundar,0,0,0,1
1,Rising Pune Supergiant,9,Washington Sundar,0,2,JD Unadkat,0,0,1,2
2,Sunrisers Hyderabad,1,DA Warner,6,13,S Dhawan,19,12,25,25
2,Sunrisers Hyderabad,2,KS Williamson,4,2,DA Warner,0,0,4,2
2,Sunrisers Hyderabad,3,Yuvraj Singh,19,26,DA Warner,34,21,54,47
2,Sunrisers Hyderabad,4,MC Henriques,4,6,Yuvraj Singh,9,4,13,10
2,Sunrisers Hyderabad,5,Yuvraj Singh,19,13,NV Ojha,2,6,21,19
2,Sunrisers Hyderabad,6,NV Ojha,7,3,Bipul Sharma,3,2,10,5
2,Sunrisers Hyderabad,7,Rashid Khan,3,3,Bipul Sharma,5,5,9,8
2,Sunrisers Hyderabad,8,Rashid Khan,0,1,B Kumar,0,0,0,1
2,Sunrisers Hyderabad,9,B Kumar,0,1,S Kaul,0,0,0,1
2,Sunrisers Hyderabad,10,S Kaul,0,2,A Nehra,0,0,0,2
