innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Sunrisers Hyderabad,A Nehra,1.1,0,5,0,4.29,4,1,0
1,Sunrisers Hyderabad,B Kumar,4.0,0,39,0,9.75,5,2,0
1,Sunrisers Hyderabad,Bipul Sharma,4.0,0,39,1,9.75,4,0,0
1,Sunrisers Hyderabad,MC Henriques,2.5,0,15,0,5.29,7,0,0
1,Sunrisers Hyderabad,Rashid Khan,4.0,0,18,1,4.5,8,0,0
1,Sunrisers Hyderabad,S Kaul,4.0,0,29,4,7.25,8,1,0
2,Rising Pune Supergiant,BA Stokes,4.0,0,30,3,7.5,11,1,0
2,Rising Pune Supergiant,DT Christian,3.0,0,21,0,7.0,6,0,0
2,Rising Pune Supergiant,Imran Tahir,4.0,0,24,1,6.0,11,1,0
2,Rising Pune Supergiant,JD Unadkat,4.0,1,30,5,7.5,12,0,0
2,Rising Pune Supergiant,SN Thakur,2.0,0,12,0,6.0,6,0,0
2,Rising Pune Supergiant,Washington Sundar,3.0,0,19,0,6.33,9,0,0
