innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Rising Pune Supergiant,death,48,5,30,9.6,6,10
1,Rising Pune Supergiant,middle,65,2,54,7.22,4,16
1,Rising Pune Supergiant,powerplay,35,1,36,5.83,1,10
2,Sunrisers Hyderabad,death,35,5,30,7.0,3,14
2,Sunrisers Hyderabad,middle,54,2,54,6.0,5,24
2,Sunrisers Hyderabad,powerplay,47,2,36,7.83,8,17
