innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Delhi Daredevils,JD Unadkat,4.0,0,25,1,6.25,4,0,0
1,Delhi Daredevils,JDS Neesham,2.0,0,26,0,13.0,2,2,0
1,Delhi Daredevils,JP Duminy,3.0,0,25,0,8.33,3,0,0
1,Delhi Daredevils,Mohammed Shami,4.0,0,33,1,8.25,9,5,0
1,Delhi Daredevils,NM Coulter-Nile,4.0,0,27,2,6.75,12,1,1
1,Delhi Daredevils,S Nadeem,3.0,0,29,1,9.67,5,0,0
2,Kolkata Knight Riders,JH Kallis,2.0,0,15,1,7.5,4,0,0
2,Kolkata Knight Riders,M Morkel,4.0,0,41,2,10.25,10,2,0
2,Kolkata Knight Riders,PP Chawla,2.3,0,27,1,10.8,6,0,0
2,Kolkata Knight Riders,R Vinay Kumar,4.0,0,35,0,8.75,6,0,0
2,Kolkata Knight Riders,SP Narine,4.0,0,18,1,4.5,9,0,0
2,Kolkata Knight Riders,Shakib Al Hasan,3.0,0,25,0,8.33,5,1,0
