innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Chennai Super Kings,DP Conway,1,6,0,0,16.67,b Mohammed Shami,1
1,Chennai Super Kings,RD Gaikwad,92,50,4,9,184.0,c Shubman Gill b AS Joseph,2
1,Chennai Super Kings,MM Ali,23,17,4,1,135.29,c WP Saha b Rashid Khan,3
1,Chennai Super Kings,BA Stokes,7,6,1,0,116.67,c WP Saha b Rashid Khan,4
1,Chennai Super Kings,AT Rayudu,12,12,0,1,100.0,b J Little,5
1,Chennai Super Kings,S Dube,19,18,0,1,105.56,c Rashid Khan b Mohammed Shami,6
1,Chennai Super Kings,RA Jadeja,1,2,0,0,50.0,c V Shankar b AS Joseph,7
1,Chennai Super Kings,MS Dhoni,14,7,1,1,200.0,not out,8
1,Chennai Super Kings,MJ Santner,1,3,0,0,33.33,not out,9
2,Gujarat Titans,WP Saha,25,16,2,2,156.25,c S Dube b RS Hangargekar,1
2,Gujarat Titans,Shubman Gill,63,36,6,3,175.0,c RD Gaikwad b TU Deshpande,2
2,Gujarat Titans,B Sai Sudharsan,22,17,3,0,129.41,c MS Dhoni b RS Hangargekar,3
2,Gujarat Titans,HH Pandya,8,11,0,0,72.73,b RA Jadeja,4
2,Gujarat Titans,V Shankar,27,21,2,1,128.57,c MJ Santner b RS Hangargekar,5
2,Gujarat Titans,R Tewatia,15,14,1,1,107.14,not out,6
2,Gujarat Titans,Rashid Khan,10,3,1,1,333.33,not out,7
