innings,team,wicket_number,player_out,score,over
1,Chennai Super Kings,1,DP Conway,14,3.2
1,Chennai Super Kings,2,MM Ali,50,6.5
1,Chennai Super Kings,3,BA Stokes,70,8.4
1,Chennai Super Kings,4,AT Rayudu,121,13.5
1,Chennai Super Kings,5,RD Gaikwad,151,18.1
1,Chennai Super Kings,6,RA Jadeja,153,18.4
1,Chennai Super Kings,7,S Dube,163,19.3
2,Gujarat Titans,1,WP Saha,37,4.5
2,Gujarat Titans,2,B Sai Sudharsan,90,10.3
2,Gujarat Titans,3,HH Pandya,111,13.1
2,Gujarat Titans,4,Shubman Gill,138,15.6
2,Gujarat Titans,5,V Shankar,156,18.6
