match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
10,2016-04-17,Kings XI Punjab,"Punjab Cricket Association IS Bindra Stadium, Mohali",2.4,0,30,0,11.25,2,0,0
16,2016-04-22,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,4.0,0,34,3,8.5,8,2,0
20,2016-04-24,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,3.3,0,28,2,8.0,8,0,0
22,2016-04-26,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",4.0,0,32,1,8.0,8,0,0
25,2016-04-29,Gujarat Lions,Maharashtra Cricket Association Stadium,4.0,0,41,2,10.25,5,1,0
29,2016-05-01,Mumbai Indians,Maharashtra Cricket Association Stadium,4.0,0,35,0,8.75,8,0,0
33,2016-05-05,Delhi Daredevils,Feroz Shah Kotla,1.0,0,9,0,9.0,3,0,0
35,2016-05-07,Royal Challengers Bangalore,M Chinnaswamy Stadium,3.0,0,40,0,13.33,3,0,0
40,2016-05-10,Sunrisers Hyderabad,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2.0,0,26,0,13.0,1,0,0
49,2016-05-17,Delhi Daredevils,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,3.0,0,27,0,9.0,7,0,0
53,2016-05-21,Kings XI Punjab,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2.0,0,24,1,12.0,3,0,0
