innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,4,3,Rajasthan Royals,B Sai Sudharsan,TU Deshpande,HAS Khalid,wicket,struck down,False
2,10,4,Gujarat Titans,RA Jadeja,Rashid Khan,VK Sharma,wicket,struck down,True
2,14,5,Rajasthan Royals,RA Jadeja,Rashid Khan,VK Sharma,wicket,struck down,False
