innings,team,wicket_number,player_out,score,over
1,Delhi Daredevils,1,MA Agarwal,15,3.1
1,Delhi Daredevils,2,SS Iyer,93,12.3
1,Delhi Daredevils,3,JP Duminy,132,16.6
1,Delhi Daredevils,4,Yuvraj Singh,132,17.1
2,Sunrisers Hyderabad,1,S Dhawan,50,7.1
2,Sunrisers Hyderabad,2,DA Warner,51,7.3
2,Sunrisers Hyderabad,3,KL Rahul,89,13.4
2,Sunrisers Hyderabad,4,NV Ojha,120,16.6
2,Sunrisers Hyderabad,5,RS Bopara,128,17.4
2,Sunrisers Hyderabad,6,EJG Morgan,129,17.6
2,Sunrisers Hyderabad,7,A Ashish Reddy,159,20.2
2,Sunrisers Hyderabad,8,KV Sharma,163,20.6
