innings,team,wicket_number,player_out,score,over
1,Delhi Daredevils,1,G Gambhir,20,3.3
1,Delhi Daredevils,2,V Sehwag,25,3.6
1,Delhi Daredevils,3,TM Dilshan,38,6.5
1,Delhi Daredevils,4,KD Karthik,49,8.2
1,Delhi Daredevils,5,AB de Villiers,105,16.2
1,Delhi Daredevils,6,DL Vettori,135,19.3
1,Delhi Daredevils,7,A Mishra,142,20.5
2,Rajasthan Royals,1,RJ Quiney,20,4.3
2,Rajasthan Royals,2,SA Asnodkar,31,5.5
2,Rajasthan Royals,3,PC Valthaty,34,7.4
2,Rajasthan Royals,4,RA Jadeja,63,11.3
2,Rajasthan Royals,5,SK Warne,64,11.6
