innings,team,wicket_number,player_out,score,over
1,Punjab Kings,1,MA Agarwal,11,2.6
1,Punjab Kings,2,JM Bairstow,34,5.5
1,Punjab Kings,3,S Dhawan,86,11.1
1,Punjab Kings,4,JM Sharma,124,14.1
1,Punjab Kings,5,OF Smith,124,14.2
1,Punjab Kings,6,LS Livingstone,153,16.3
1,Punjab Kings,7,M Shahrukh Khan,154,16.5
1,Punjab Kings,8,K Rabada,156,17.2
1,Punjab Kings,9,VG Arora,162,18.5
2,Gujarat Titans,1,MS Wade,32,4.2
2,Gujarat Titans,2,B Sai Sudharsan,133,15.4
2,Gujarat Titans,3,Shubman Gill,170,19.5
2,Gujarat Titans,4,HH Pandya,172,20.1
