match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
3,2021-04-11,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk, Chennai",19,8,0,2,237.5,not out,7
6,2021-04-14,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk, Chennai",0,2,0,0,0.0,c & b Shahbaz Ahmed,5
9,2021-04-17,Mumbai Indians,"MA Chidambaram Stadium, Chepauk, Chennai",7,8,1,0,87.5,run out (),7
28,2021-05-02,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",10,8,0,1,125.0,c Anuj Rawat b CH Morris,7
33,2021-09-22,Delhi Capitals,Dubai International Cricket Stadium,28,21,2,1,133.33,c RR Pant b K Rabada,6
37,2021-09-25,Punjab Kings,Sharjah Cricket Stadium,1,2,0,0,50.0,c CH Gayle b Ravi Bishnoi,6
44,2021-09-30,Chennai Super Kings,Sharjah Cricket Stadium,18,14,1,1,128.57,c MM Ali b JR Hazlewood,6
49,2021-10-03,Kolkata Knight Riders,Dubai International Cricket Stadium,25,18,0,3,138.89,c Shubman Gill b TG Southee,6
52,2021-10-06,Royal Challengers Bangalore,"Zayed Cricket Stadium, Abu Dhabi",1,3,0,0,33.33,lbw b YS Chahal,5
55,2021-10-08,Mumbai Indians,"Zayed Cricket Stadium, Abu Dhabi",2,3,0,0,66.67,c KA Pollard b JDS Neesham,5
