innings,team,wicket_number,player_out,score,over
1,Punjab Kings,1,P Simran Singh,78,7.5
1,Punjab Kings,2,Priyansh Arya,97,9.6
1,Punjab Kings,3,C Connolly,180,18.4
1,Punjab Kings,4,MP Stoinis,187,19.1
1,Punjab Kings,5,Shashank Singh,187,19.2
2,Delhi Capitals,1,Abishek Porel,10,2.5
2,Delhi Capitals,2,KL Rahul,14,3.3
2,Delhi Capitals,3,SU Parakh,33,5.3
2,Delhi Capitals,4,T Stubbs,74,9.2
2,Delhi Capitals,5,AR Patel,138,14.6
2,Delhi Capitals,6,DA Miller,170,17.3
2,Delhi Capitals,7,Ashutosh Sharma,205,19.5
