match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
6,2021-04-14,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk, Chennai",17,9,1,1,188.89,run out (),8
9,2021-04-17,Mumbai Indians,"MA Chidambaram Stadium, Chepauk, Chennai",0,1,0,0,0.0,lbw b TA Boult,8
20,2021-04-25,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",0,1,0,0,0.0,lbw b AR Patel,7
28,2021-05-02,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",0,2,0,0,0.0,c CH Morris b Mustafizur Rahman,8
33,2021-09-22,Delhi Capitals,Dubai International Cricket Stadium,22,19,2,1,115.79,"run out (SPD Smith, RR Pant)",8
37,2021-09-25,Punjab Kings,Sharjah Cricket Stadium,3,4,0,0,75.0,c & b Arshdeep Singh,8
44,2021-09-30,Chennai Super Kings,Sharjah Cricket Stadium,17,13,2,0,130.77,not out,8
49,2021-10-03,Kolkata Knight Riders,Dubai International Cricket Stadium,8,6,1,0,133.33,c VR Iyer b Shivam Mavi,8
52,2021-10-06,Royal Challengers Bangalore,"Zayed Cricket Stadium, Abu Dhabi",7,9,1,0,77.78,not out,8
55,2021-10-08,Mumbai Indians,"Zayed Cricket Stadium, Abu Dhabi",9,5,2,0,180.0,c & b JJ Bumrah,8
