innings,team,wicket_number,player_out,score,over
1,Deccan Chargers,1,AC Gilchrist,1,1.4
1,Deccan Chargers,2,TL Suman,1,1.5
1,Deccan Chargers,3,HH Gibbs,14,3.3
1,Deccan Chargers,4,MD Mishra,96,13.3
1,Deccan Chargers,5,A Symonds,131,18.3
1,Deccan Chargers,6,RG Sharma,133,19.1
2,Royal Challengers Bangalore,1,MK Pandey,0,1.1
2,Royal Challengers Bangalore,2,R Dravid,74,11.3
2,Royal Challengers Bangalore,3,JH Kallis,95,14.3
2,Royal Challengers Bangalore,4,LRPL Taylor,101,15.5
2,Royal Challengers Bangalore,5,V Kohli,104,16.3
2,Royal Challengers Bangalore,6,CL White,110,17.2
2,Royal Challengers Bangalore,7,RV Uthappa,134,19.1
2,Royal Challengers Bangalore,8,DW Steyn,134,19.2
2,Royal Challengers Bangalore,9,R Vinay Kumar,137,20.3
2,Royal Challengers Bangalore,10,KP Appanna,138,20.4
