innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Deccan Chargers,death,40,2,30,8.0,3,8
1,Deccan Chargers,middle,76,1,54,8.44,9,18
1,Deccan Chargers,powerplay,35,3,36,5.83,4,20
2,Royal Challengers Bangalore,death,47,8,42,6.71,2,16
2,Royal Challengers Bangalore,middle,54,1,41,7.9,5,8
2,Royal Challengers Bangalore,powerplay,37,1,35,6.34,5,20
