innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Kings XI Punjab,S Sohal,9,12,0,1,75.0,c RG Sharma b RP Singh,1
1,Kings XI Punjab,SM Katich,11,10,2,0,110.0,c PP Ojha b A Symonds,2
1,Kings XI Punjab,LA Pomersbach,1,2,0,0,50.0,"run out (HH Gibbs, AC Gilchrist)",3
1,Kings XI Punjab,Yuvraj Singh,20,18,2,1,111.11,b Y Venugopal Rao,4
1,Kings XI Punjab,KC Sangakkara,56,43,4,1,130.23,c RJ Harris b RP Singh,5
1,Kings XI Punjab,WA Mota,12,19,0,0,63.16,c RJ Harris b TL Suman,6
1,Kings XI Punjab,IK Pathan,17,11,2,0,154.55,c HH Gibbs b RP Singh,7
1,Kings XI Punjab,B Lee,0,5,0,0,0.0,not out,8
1,Kings XI Punjab,PP Chawla,1,1,0,0,100.0,not out,9
2,Deccan Chargers,AC Gilchrist,23,13,4,1,176.92,st KC Sangakkara b RR Powar,1
2,Deccan Chargers,HH Gibbs,26,37,3,0,70.27,c PP Chawla b Yuvraj Singh,2
2,Deccan Chargers,TL Suman,0,1,0,0,0.0,b RR Powar,3
2,Deccan Chargers,A Symonds,25,25,1,0,100.0,st KC Sangakkara b Yuvraj Singh,4
2,Deccan Chargers,RG Sharma,42,26,3,3,161.54,b IK Pathan,5
2,Deccan Chargers,Y Venugopal Rao,0,1,0,0,0.0,b Yuvraj Singh,6
2,Deccan Chargers,DB Ravi Teja,10,15,1,0,66.67,"run out (KC Sangakkara, B Lee)",7
2,Deccan Chargers,RJ Harris,2,2,0,0,100.0,not out,8
2,Deccan Chargers,RP Singh,0,2,0,0,0.0,c & b IK Pathan,9
