innings,team,wicket_number,player_out,score,over
1,Kings XI Punjab,1,S Sohal,12,2.6
1,Kings XI Punjab,2,LA Pomersbach,15,3.5
1,Kings XI Punjab,3,SM Katich,26,5.2
1,Kings XI Punjab,4,Yuvraj Singh,52,9.5
1,Kings XI Punjab,5,WA Mota,105,17.1
1,Kings XI Punjab,6,KC Sangakkara,122,18.6
1,Kings XI Punjab,7,IK Pathan,131,20.3
2,Deccan Chargers,1,AC Gilchrist,34,5.2
2,Deccan Chargers,2,TL Suman,34,5.3
2,Deccan Chargers,3,HH Gibbs,73,12.6
2,Deccan Chargers,4,A Symonds,79,14.1
2,Deccan Chargers,5,Y Venugopal Rao,79,14.2
2,Deccan Chargers,6,DB Ravi Teja,110,19.2
2,Deccan Chargers,7,RG Sharma,131,20.3
2,Deccan Chargers,8,RP Singh,131,20.5
