innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Kings XI Punjab,death,40,3,30,8.0,4,10
1,Kings XI Punjab,middle,55,1,54,6.11,4,17
1,Kings XI Punjab,powerplay,39,3,36,6.5,5,21
2,Deccan Chargers,death,47,3,30,9.4,6,12
2,Deccan Chargers,middle,40,3,54,4.44,1,29
2,Deccan Chargers,powerplay,46,2,36,7.67,9,21
