innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Deccan Chargers,A Symonds,2.0,0,10,1,5.0,8,1,0
1,Deccan Chargers,PP Ojha,2.0,0,12,0,6.0,3,0,0
1,Deccan Chargers,RG Sharma,2.0,0,23,0,11.5,2,0,0
1,Deccan Chargers,RJ Harris,4.0,0,31,0,7.75,12,2,0
1,Deccan Chargers,RP Singh,4.0,0,26,3,6.5,9,2,0
1,Deccan Chargers,TL Suman,4.0,0,23,1,5.75,10,0,1
1,Deccan Chargers,Y Venugopal Rao,2.0,0,8,1,4.0,4,0,0
2,Kings XI Punjab,B Lee,4.0,0,31,0,7.75,11,0,2
2,Kings XI Punjab,IK Pathan,3.0,0,29,2,9.67,9,1,0
2,Kings XI Punjab,PP Chawla,4.0,0,20,0,5.0,11,0,0
2,Kings XI Punjab,RR Powar,2.0,0,11,2,5.5,7,1,0
2,Kings XI Punjab,S Sreesanth,2.0,0,10,0,5.0,8,0,0
2,Kings XI Punjab,WA Mota,1.0,0,18,0,18.0,1,0,0
2,Kings XI Punjab,Yuvraj Singh,4.0,0,13,3,3.25,15,0,0
