match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
30,2015-04-30,Kolkata Knight Riders,Eden Gardens,4.0,0,23,1,5.75,7,1,0
34,2015-05-02,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2.0,0,20,1,10.0,3,0,0
37,2015-05-04,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",2.0,0,19,0,9.5,4,0,0
43,2015-05-08,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",4.0,0,34,0,8.5,11,0,0
47,2015-05-10,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",4.0,0,35,0,8.75,5,1,0
49,2015-05-12,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,3.0,0,28,2,9.33,5,0,0
53,2015-05-16,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",4.0,0,25,2,6.25,10,1,0
57,2015-05-19,Mumbai Indians,Wankhede Stadium,4.0,0,46,0,11.5,3,0,0
59,2015-05-22,Royal Challengers Bangalore,JSCA International Stadium Complex,1.0,0,4,0,4.0,3,0,0
60,2015-05-24,Mumbai Indians,Eden Gardens,2.0,0,18,0,9.0,2,0,0
