innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Delhi Capitals,1,PP Shaw,15,12,DA Warner,5,6,21,18
1,Delhi Capitals,2,PP Shaw,1,1,MR Marsh,0,1,1,2
1,Delhi Capitals,3,RR Pant,1,4,PP Shaw,8,10,9,14
1,Delhi Capitals,4,SN Khan,10,7,RR Pant,9,11,19,18
1,Delhi Capitals,5,R Powell,35,26,RR Pant,29,18,75,44
1,Delhi Capitals,6,R Powell,8,8,AR Patel,10,6,18,14
1,Delhi Capitals,7,SN Thakur,4,5,AR Patel,3,2,8,7
1,Delhi Capitals,8,Kuldeep Yadav,1,1,AR Patel,6,2,8,3
2,Mumbai Indians,1,Ishan Kishan,22,19,RG Sharma,2,13,25,32
2,Mumbai Indians,2,D Brevis,25,21,Ishan Kishan,26,16,51,37
2,Mumbai Indians,3,Tilak Varma,6,6,D Brevis,12,12,19,18
2,Mumbai Indians,4,TH David,34,11,Tilak Varma,14,9,50,20
2,Mumbai Indians,5,Ramandeep Singh,9,4,Tilak Varma,1,2,10,6
2,Mumbai Indians,6,DR Sams,0,1,Ramandeep Singh,4,2,5,2
