innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,10,3,Mumbai Indians,R Powell,HR Shokeen,Nitin Menon,,struck down,True
1,20,6,Mumbai Indians,AR Patel,Ramandeep Singh,Nitin Menon,,struck down,True
2,16,5,Delhi Capitals,Tilak Varma,A Nortje,Nitin Menon,,struck down,False
