match_number,opponent,bowler,overs,maidens,runs,wickets,economy,dots
4,Kings XI Punjab,A Singh,4.0,0,26,1,6.5,7
4,Kings XI Punjab,AA Chavan,3.0,0,28,2,9.33,3
4,Kings XI Punjab,BJ Hodge,1.0,0,8,0,8.0,1
4,Kings XI Punjab,J Botha,4.0,0,36,0,9.0,5
4,Kings XI Punjab,KK Cooper,4.0,0,26,4,6.5,12
4,Kings XI Punjab,SK Trivedi,4.0,0,32,1,8.0,8
7,Kolkata Knight Riders,A Singh,4.0,0,30,2,7.5,9
7,Kolkata Knight Riders,AA Chavan,4.0,0,23,2,5.75,12
7,Kolkata Knight Riders,J Botha,4.0,0,34,1,8.5,9
7,Kolkata Knight Riders,KK Cooper,4.0,0,28,3,7.0,7
7,Kolkata Knight Riders,SK Trivedi,4.0,1,25,2,6.25,10
12,Mumbai Indians,A Singh,4.0,0,29,2,7.25,9
12,Mumbai Indians,AA Chavan,4.0,0,41,1,10.25,8
12,Mumbai Indians,GB Hogg,4.0,0,31,2,7.75,9
12,Mumbai Indians,J Botha,1.0,0,22,0,22.0,0
12,Mumbai Indians,KK Cooper,4.0,0,43,1,10.75,7
12,Mumbai Indians,SK Trivedi,3.0,0,25,0,8.33,0
15,Kolkata Knight Riders,A Singh,4.0,0,29,1,7.25,8
15,Kolkata Knight Riders,AA Chavan,3.2,0,32,0,9.6,7
15,Kolkata Knight Riders,AL Menaria,1.0,0,3,1,3.0,3
15,Kolkata Knight Riders,GB Hogg,4.0,0,20,1,5.0,12
15,Kolkata Knight Riders,J Botha,4.0,0,22,1,5.5,15
15,Kolkata Knight Riders,SK Trivedi,3.0,0,25,0,8.33,1
18,Royal Challengers Bangalore,A Singh,3.5,0,43,2,11.22,8
18,Royal Challengers Bangalore,GB Hogg,4.0,0,19,1,4.75,8
18,Royal Challengers Bangalore,J Botha,4.0,0,30,1,7.5,12
18,Royal Challengers Bangalore,Pankaj Singh,4.0,0,18,2,4.5,14
18,Royal Challengers Bangalore,SK Trivedi,4.0,0,25,4,6.25,8
20,Deccan Chargers,A Singh,4.0,0,55,0,13.75,8
20,Deccan Chargers,BJ Hodge,1.0,0,13,1,13.0,1
20,Deccan Chargers,GB Hogg,4.0,0,33,0,8.25,6
20,Deccan Chargers,J Botha,4.0,0,29,0,7.25,6
20,Deccan Chargers,Pankaj Singh,3.0,0,37,0,12.33,4
20,Deccan Chargers,SK Trivedi,4.0,0,27,1,6.75,10
26,Chennai Super Kings,A Singh,4.0,0,45,0,11.25,2
26,Chennai Super Kings,AL Menaria,2.0,0,10,0,5.0,7
26,Chennai Super Kings,GB Hogg,4.0,0,18,1,4.5,9
26,Chennai Super Kings,KK Cooper,4.0,0,23,2,5.75,9
26,Chennai Super Kings,SK Trivedi,4.0,0,30,0,7.5,2
26,Chennai Super Kings,STR Binny,2.0,0,20,0,10.0,3
30,Royal Challengers Bangalore,A Chandila,4.0,0,29,0,7.25,9
30,Royal Challengers Bangalore,GB Hogg,4.0,0,39,2,9.75,7
30,Royal Challengers Bangalore,KK Cooper,4.0,0,35,0,8.75,6
30,Royal Challengers Bangalore,Pankaj Singh,4.0,0,32,1,8.0,11
30,Royal Challengers Bangalore,SK Trivedi,4.0,0,44,0,11.0,7
39,Delhi Daredevils,A Singh,4.0,0,41,2,10.25,6
39,Delhi Daredevils,AA Chavan,4.0,0,31,1,7.75,8
39,Delhi Daredevils,GB Hogg,4.0,0,31,1,7.75,7
39,Delhi Daredevils,KK Cooper,4.0,0,19,0,4.75,11
39,Delhi Daredevils,Pankaj Singh,4.0,0,25,2,6.25,11
43,Delhi Daredevils,A Singh,1.0,0,12,0,12.0,1
43,Delhi Daredevils,AA Chavan,4.0,0,29,1,7.25,8
43,Delhi Daredevils,AL Menaria,0.2,0,10,0,30.0,0
43,Delhi Daredevils,GB Hogg,4.0,0,32,2,8.0,6
43,Delhi Daredevils,Pankaj Singh,2.0,0,24,0,12.0,5
43,Delhi Daredevils,SR Watson,4.0,0,29,1,7.25,10
48,Kings XI Punjab,AA Chavan,3.0,0,32,0,10.67,6
48,Kings XI Punjab,J Botha,4.0,0,21,2,5.25,9
48,Kings XI Punjab,SK Trivedi,4.0,0,28,1,7.0,8
48,Kings XI Punjab,SR Watson,4.0,1,22,2,5.5,15
