match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
3,2025-03-23,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",1,2,0,0,50.0,c RD Gaikwad b KK Ahmed,10
20,2025-04-07,Royal Challengers Bengaluru,"Wankhede Stadium, Mumbai",1,1,0,0,100.0,not out,10
