innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Gujarat Lions,1,Ishan Kishan,31,24,BB McCullum,23,12,55,36
1,Gujarat Lions,2,BB McCullum,7,4,SK Raina,8,8,16,12
1,Gujarat Lions,3,BB McCullum,9,5,AJ Finch,13,6,23,11
1,Gujarat Lions,4,DR Smith,0,1,BB McCullum,0,0,0,1
1,Gujarat Lions,5,BB McCullum,6,6,KD Karthik,8,5,15,11
1,Gujarat Lions,6,KD Karthik,6,7,RA Jadeja,19,12,26,19
1,Gujarat Lions,7,KD Karthik,4,7,JP Faulkner,6,7,11,14
1,Gujarat Lions,8,PJ Sangwan,1,2,KD Karthik,1,1,2,3
1,Gujarat Lions,9,KD Karthik,10,6,Basil Thampi,2,5,13,11
1,Gujarat Lions,10,Ankit Soni,0,1,Basil Thampi,0,0,0,1
2,Rising Pune Supergiant,1,AM Rahane,4,4,RA Tripathi,0,0,4,4
2,Rising Pune Supergiant,2,SPD Smith,4,2,RA Tripathi,0,0,4,2
2,Rising Pune Supergiant,3,RA Tripathi,1,1,MK Tiwary,0,2,2,3
2,Rising Pune Supergiant,4,BA Stokes,26,18,RA Tripathi,5,6,32,24
2,Rising Pune Supergiant,5,BA Stokes,46,31,MS Dhoni,26,33,76,64
2,Rising Pune Supergiant,6,DT Christian,17,8,BA Stokes,31,14,49,22
