innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Gujarat Lions,Ishan Kishan,31,24,3,2,129.17,c Washington Sundar b Imran Tahir,1
1,Gujarat Lions,BB McCullum,45,27,5,2,166.67,c AM Rahane b SN Thakur,2
1,Gujarat Lions,SK Raina,8,8,0,0,100.0,"run out (AM Rahane, MS Dhoni)",3
1,Gujarat Lions,AJ Finch,13,6,1,1,216.67,c & b Imran Tahir,4
1,Gujarat Lions,DR Smith,0,1,0,0,0.0,b Imran Tahir,5
1,Gujarat Lions,KD Karthik,29,26,3,0,111.54,run out (MS Dhoni),6
1,Gujarat Lions,RA Jadeja,19,12,3,0,158.33,c JD Unadkat b DT Christian,7
1,Gujarat Lions,JP Faulkner,6,7,0,0,85.71,c MK Tiwary b JD Unadkat,8
1,Gujarat Lions,PJ Sangwan,1,2,0,0,50.0,c RA Tripathi b JD Unadkat,9
1,Gujarat Lions,Basil Thampi,2,5,0,0,40.0,not out,10
1,Gujarat Lions,Ankit Soni,0,1,0,0,0.0,b JD Unadkat,11
2,Rising Pune Supergiant,AM Rahane,4,4,1,0,100.0,lbw b PJ Sangwan,1
2,Rising Pune Supergiant,RA Tripathi,6,7,1,0,85.71,run out (AJ Finch),2
2,Rising Pune Supergiant,SPD Smith,4,2,1,0,200.0,c Ankit Soni b PJ Sangwan,3
2,Rising Pune Supergiant,MK Tiwary,0,2,0,0,0.0,lbw b Basil Thampi,4
2,Rising Pune Supergiant,BA Stokes,103,63,7,6,163.49,not out,5
2,Rising Pune Supergiant,MS Dhoni,26,33,1,1,78.79,c BB McCullum b Basil Thampi,6
2,Rising Pune Supergiant,DT Christian,17,8,1,1,212.5,not out,7
