innings,team,wicket_number,player_out,score,over
1,Gujarat Lions,1,Ishan Kishan,55,6.6
1,Gujarat Lions,2,SK Raina,71,8.6
1,Gujarat Lions,3,AJ Finch,94,10.5
1,Gujarat Lions,4,DR Smith,94,10.6
1,Gujarat Lions,5,BB McCullum,109,12.5
1,Gujarat Lions,6,RA Jadeja,135,15.6
1,Gujarat Lions,7,JP Faulkner,146,18.2
1,Gujarat Lions,8,PJ Sangwan,148,18.5
1,Gujarat Lions,9,KD Karthik,161,20.4
1,Gujarat Lions,10,Ankit Soni,161,20.5
2,Rising Pune Supergiant,1,AM Rahane,4,1.4
2,Rising Pune Supergiant,2,SPD Smith,8,1.6
2,Rising Pune Supergiant,3,MK Tiwary,10,2.3
2,Rising Pune Supergiant,4,RA Tripathi,42,6.3
2,Rising Pune Supergiant,5,MS Dhoni,118,17.1
