innings,team,wicket_number,player_out,score,over
1,Delhi Daredevils,1,G Gambhir,0,1.5
1,Delhi Daredevils,2,DA Warner,0,1.6
1,Delhi Daredevils,3,V Sehwag,85,11.4
1,Delhi Daredevils,4,AB de Villiers,133,18.1
1,Delhi Daredevils,5,KD Karthik,145,19.6
1,Delhi Daredevils,6,R Bhatia,151,20.3
1,Delhi Daredevils,7,TM Dilshan,153,20.5
1,Delhi Daredevils,8,A Mishra,153,20.6
2,Deccan Chargers,1,HH Gibbs,22,2.2
2,Deccan Chargers,2,AA Bilakhia,91,8.6
2,Deccan Chargers,3,AC Gilchrist,102,10.6
2,Deccan Chargers,4,A Symonds,137,14.4
