innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Delhi Daredevils,1,G Gambhir,0,5,DA Warner,0,0,0,5
1,Delhi Daredevils,2,DA Warner,0,1,V Sehwag,0,0,0,1
1,Delhi Daredevils,3,V Sehwag,39,31,TM Dilshan,40,28,85,58
1,Delhi Daredevils,4,AB de Villiers,26,21,TM Dilshan,21,18,48,39
1,Delhi Daredevils,5,KD Karthik,9,8,TM Dilshan,2,3,12,11
1,Delhi Daredevils,6,TM Dilshan,1,1,R Bhatia,4,2,6,3
1,Delhi Daredevils,7,A Mishra,0,1,TM Dilshan,1,1,2,2
1,Delhi Daredevils,8,PJ Sangwan,0,1,A Mishra,0,0,0,1
1,Delhi Daredevils,9,PJ Sangwan,0,1,A Mishra,0,0,0,1
2,Deccan Chargers,1,AC Gilchrist,20,6,HH Gibbs,0,2,22,8
2,Deccan Chargers,2,AA Bilakhia,10,20,AC Gilchrist,56,22,69,40
2,Deccan Chargers,3,AC Gilchrist,9,7,TL Suman,2,5,11,12
2,Deccan Chargers,4,A Symonds,24,15,TL Suman,11,7,35,22
2,Deccan Chargers,5,TL Suman,11,13,RG Sharma,5,11,17,24
