innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Delhi Daredevils,death,44,5,30,8.8,4,8
1,Delhi Daredevils,middle,60,1,54,6.67,5,17
1,Delhi Daredevils,powerplay,49,2,36,8.17,8,21
2,Deccan Chargers,death,36,1,37,5.84,4,17
2,Deccan Chargers,middle,48,2,37,7.78,5,12
2,Deccan Chargers,powerplay,70,1,32,13.12,12,12
