match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
7,2014-04-20,Rajasthan Royals,Sharjah Cricket Stadium,2,3,0,0,66.67,c DS Kulkarni b JP Faulkner,3
15,2014-04-26,Kolkata Knight Riders,Sheikh Zayed Stadium,14,10,1,1,140.0,lbw b JH Kallis,3
18,2014-04-28,Royal Challengers Bangalore,Dubai International Cricket Stadium,2,6,0,0,33.33,c MA Starc b VR Aaron,3
22,2014-05-03,Mumbai Indians,Wankhede Stadium,59,47,4,3,125.53,not out,3
31,2014-05-09,Royal Challengers Bangalore,M Chinnaswamy Stadium,17,17,0,1,100.0,c AB de Villiers b HV Patel,6
34,2014-05-11,Kolkata Knight Riders,Barabati Stadium,15,9,3,0,166.67,b M Morkel,3
39,2014-05-14,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",54,26,8,2,207.69,st NV Ojha b KV Sharma,3
45,2014-05-19,Delhi Daredevils,Feroz Shah Kotla,13,13,1,0,100.0,c WD Parnell b Mohammed Shami,5
48,2014-05-21,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",3,8,0,0,37.5,run out (AT Rayudu),6
52,2014-05-23,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",27,20,4,0,135.0,c AM Rahane b R Tewatia,4
57,2014-05-27,Kolkata Knight Riders,Eden Gardens,35,31,2,2,112.9,c UT Yadav b M Morkel,3
59,2014-05-30,Chennai Super Kings,Wankhede Stadium,6,4,0,1,150.0,c DR Smith b MM Sharma,6
60,2014-06-01,Kolkata Knight Riders,M Chinnaswamy Stadium,115,55,10,8,209.09,not out,4
