match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
3,2012-04-06,Mumbai Indians,Wankhede Stadium,39,32,4,0,121.88,c KA Pollard b MM Patel,6
8,2012-04-08,Kings XI Punjab,Subrata Roy Sahara Stadium,25,12,0,3,208.33,b JP Faulkner,6
14,2012-04-12,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",13,13,1,0,100.0,b PP Chawla,7
16,2012-04-14,Chennai Super Kings,Subrata Roy Sahara Stadium,44,22,4,3,200.0,not out,5
21,2012-04-17,Royal Challengers Bangalore,M Chinnaswamy Stadium,16,14,0,1,114.29,"run out (AB de Villiers, R Vinay Kumar)",5
24,2012-04-19,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",23,21,0,0,109.52,c F du Plessis b DE Bollinger,6
27,2012-04-21,Delhi Daredevils,Feroz Shah Kotla,34,13,4,2,261.54,not out,4
35,2012-04-26,Deccan Chargers,Subrata Roy Sahara Stadium,26,13,0,3,200.0,c JP Duminy b J Theron,6
42,2012-05-01,Deccan Chargers,Barabati Stadium,47,27,3,2,174.07,not out,4
45,2012-05-03,Mumbai Indians,Subrata Roy Sahara Stadium,2,6,0,0,33.33,b PP Ojha,5
47,2012-05-05,Kolkata Knight Riders,Eden Gardens,14,16,1,0,87.5,lbw b SP Narine,4
52,2012-05-08,Rajasthan Royals,Subrata Roy Sahara Stadium,18,22,1,0,81.82,not out,5
57,2012-05-11,Royal Challengers Bangalore,Subrata Roy Sahara Stadium,24,25,1,0,96.0,not out,7
60,2012-05-13,Rajasthan Royals,Sawai Mansingh Stadium,37,31,5,0,119.35,c BJ Hodge b J Botha,6
