match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
4,2025-03-24,Delhi Capitals,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",4.0,0,31,2,7.75,10,1,0
7,2025-03-27,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",4.0,0,40,1,10.0,8,0,1
13,2025-04-01,Punjab Kings,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",4.0,0,30,2,7.5,10,0,0
16,2025-04-04,Mumbai Indians,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",4.0,0,21,1,5.25,7,0,0
21,2025-04-08,Kolkata Knight Riders,"Eden Gardens, Kolkata",4.0,0,33,1,8.25,6,2,0
26,2025-04-12,Gujarat Titans,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",4.0,0,30,1,7.5,5,0,0
30,2025-04-14,Chennai Super Kings,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",4.0,0,23,1,5.75,10,2,0
36,2025-04-19,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",4.0,0,30,0,7.5,7,0,0
40,2025-04-22,Delhi Capitals,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",4.0,0,24,0,6.0,8,0,0
45,2025-04-27,Mumbai Indians,"Wankhede Stadium, Mumbai",4.0,0,48,1,12.0,5,0,0
54,2025-05-04,Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",4.0,0,46,2,11.5,6,1,0
61,2025-05-19,Sunrisers Hyderabad,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",4.0,0,37,2,9.25,8,1,0
70,2025-05-27,Royal Challengers Bengaluru,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",4.0,0,36,0,9.0,5,0,1
