innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Chennai Super Kings,death,60,1,30,12.0,7,5
1,Chennai Super Kings,middle,81,2,54,9.0,10,17
1,Chennai Super Kings,powerplay,55,0,36,9.17,8,10
2,Rajasthan Royals,death,40,6,41,5.85,3,16
2,Rajasthan Royals,middle,45,2,41,6.59,3,16
2,Rajasthan Royals,powerplay,48,2,35,8.23,6,12
