innings,team,wicket_number,player_out,score,over
1,Chennai Super Kings,1,MEK Hussey,77,10.2
1,Chennai Super Kings,2,M Vijay,135,15.4
1,Chennai Super Kings,3,SK Raina,179,19.3
2,Rajasthan Royals,1,R Dravid,27,4.4
2,Rajasthan Royals,2,SR Watson,48,6.5
2,Rajasthan Royals,3,LRPL Taylor,63,9.2
2,Rajasthan Royals,4,AL Menaria,70,10.5
2,Rajasthan Royals,5,AM Rahane,105,15.1
2,Rajasthan Royals,6,AS Raut,129,18.3
2,Rajasthan Royals,7,DH Yagnik,132,19.4
2,Rajasthan Royals,8,J Botha,133,19.6
2,Rajasthan Royals,9,A Singh,133,20.1
2,Rajasthan Royals,10,SK Warne,133,20.3
