innings,team,wicket_number,player_out,score,over
1,Rajasthan Royals,1,YBK Jaiswal,33,4.4
1,Rajasthan Royals,2,V Suryavanshi,33,5.1
1,Rajasthan Royals,3,R Parag,54,6.6
1,Rajasthan Royals,4,MD Shanaka,99,11.3
1,Rajasthan Royals,5,Dhruv Jurel,119,13.5
1,Rajasthan Royals,6,D Ferreira,139,16.3
1,Rajasthan Royals,7,SB Dubey,174,18.4
1,Rajasthan Royals,8,JC Archer,175,18.6
2,Mumbai Indians,1,RG Sharma,0,1.4
2,Mumbai Indians,2,Naman Dhir,18,3.3
2,Mumbai Indians,3,RD Rickelton,24,4.2
2,Mumbai Indians,4,Tilak Varma,38,6.1
2,Mumbai Indians,5,WG Jacks,101,12.3
2,Mumbai Indians,6,HH Pandya,149,16.4
2,Mumbai Indians,7,C Bosch,152,17.3
2,Mumbai Indians,8,SA Yadav,158,18.3
2,Mumbai Indians,9,DL Chahar,167,19.3
