innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Delhi Daredevils,DA Warner,15,13,3,0,115.38,c & b R Vinay Kumar,1
1,Delhi Daredevils,V Sehwag,25,23,4,0,108.7,c V Kohli b AB McDonald,2
1,Delhi Daredevils,MC Juneja,17,16,2,0,106.25,c R Vinay Kumar b JD Unadkat,3
1,Delhi Daredevils,DPMD Jayawardene,28,31,2,0,90.32,run out (R Vinay Kumar),4
1,Delhi Daredevils,BJ Rohrer,14,14,2,0,100.0,c V Kohli b JD Unadkat,5
1,Delhi Daredevils,KM Jadhav,29,16,2,1,181.25,not out,6
1,Delhi Daredevils,IK Pathan,19,8,2,1,237.5,not out,7
2,Royal Challengers Bangalore,CH Gayle,13,9,0,2,144.44,c UT Yadav b M Morkel,1
2,Royal Challengers Bangalore,KL Rahul,12,12,2,0,100.0,c DPMD Jayawardene b A Nehra,2
2,Royal Challengers Bangalore,V Kohli,65,50,7,1,130.0,c DPMD Jayawardene b UT Yadav,3
2,Royal Challengers Bangalore,AB de Villiers,39,32,3,1,121.88,run out (M Morkel),4
2,Royal Challengers Bangalore,AB McDonald,0,2,0,0,0.0,c & b S Nadeem,5
2,Royal Challengers Bangalore,KB Arun Karthik,5,5,0,0,100.0,"run out (IK Pathan, M Morkel)",6
2,Royal Challengers Bangalore,J Syed Mohammad,1,2,0,0,50.0,c DA Warner b UT Yadav,7
2,Royal Challengers Bangalore,R Vinay Kumar,1,1,0,0,100.0,not out,8
2,Royal Challengers Bangalore,R Rampaul,12,7,0,1,171.43,not out,9
