innings,team,wicket_number,player_out,score,over
1,Delhi Daredevils,1,DA Warner,43,6.4
1,Delhi Daredevils,2,V Sehwag,43,7.1
1,Delhi Daredevils,3,MC Juneja,73,12.1
1,Delhi Daredevils,4,BJ Rohrer,91,15.1
1,Delhi Daredevils,5,DPMD Jayawardene,122,18.6
2,Royal Challengers Bangalore,1,KL Rahul,20,3.6
2,Royal Challengers Bangalore,2,CH Gayle,26,4.3
2,Royal Challengers Bangalore,3,AB de Villiers,129,16.6
2,Royal Challengers Bangalore,4,AB McDonald,129,17.2
2,Royal Challengers Bangalore,5,KB Arun Karthik,136,18.6
2,Royal Challengers Bangalore,6,J Syed Mohammad,138,19.3
2,Royal Challengers Bangalore,7,V Kohli,138,19.4
