match_number,date,opponent,catches,stumpings,run_outs
6,2026-04-02,Sunrisers Hyderabad,1,0,0
15,2026-04-09,Lucknow Super Giants,1,0,0
22,2026-04-14,Chennai Super Kings,1,0,0
