match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
5,2022-03-29,Rajasthan Royals,"Maharashtra Cricket Association Stadium, Pune",0,9,0,0,0.0,lbw b TA Boult,4
12,2022-04-04,Lucknow Super Giants,"Dr DY Patil Sports Academy, Mumbai",34,24,3,2,141.67,c DJ Hooda b Avesh Khan,5
17,2022-04-09,Chennai Super Kings,"Dr DY Patil Sports Academy, Mumbai",5,2,1,0,250.0,not out,4
21,2022-04-11,Gujarat Titans,"Dr DY Patil Sports Academy, Mumbai",34,18,2,2,188.89,not out,4
25,2022-04-15,Kolkata Knight Riders,"Brabourne Stadium, Mumbai",5,8,0,0,62.5,not out,5
28,2022-04-17,Punjab Kings,"Dr DY Patil Sports Academy, Mumbai",35,30,1,1,116.67,not out,5
40,2022-04-27,Gujarat Titans,"Wankhede Stadium, Mumbai",3,5,0,0,60.0,c Shubman Gill b Mohammed Shami,5
46,2022-05-01,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",64,33,3,6,193.94,not out,5
50,2022-05-05,Delhi Capitals,"Brabourne Stadium, Mumbai",62,34,2,6,182.35,c R Powell b SN Thakur,5
54,2022-05-08,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",19,14,2,1,135.71,c Shahbaz Ahmed b PWH de Silva,5
61,2022-05-14,Kolkata Knight Riders,"Maharashtra Cricket Association Stadium, Pune",2,3,0,0,66.67,c & b SP Narine,5
65,2022-05-17,Mumbai Indians,"Wankhede Stadium, Mumbai",38,22,2,3,172.73,c M Markande b RP Meredith,4
70,2022-05-22,Punjab Kings,"Wankhede Stadium, Mumbai",5,10,0,0,50.0,c JM Sharma b NT Ellis,5
