innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Kings XI Punjab,1,Mandeep Singh,30,21,SE Marsh,22,20,55,41
1,Kings XI Punjab,2,N Saini,2,4,Mandeep Singh,1,1,3,5
1,Kings XI Punjab,3,DJ Hussey,16,16,Mandeep Singh,20,10,39,26
1,Kings XI Punjab,4,Mandeep Singh,24,16,Azhar Mahmood,9,5,33,21
1,Kings XI Punjab,5,DA Miller,3,5,Azhar Mahmood,5,4,8,9
1,Kings XI Punjab,6,SD Chitnis,6,5,DA Miller,25,13,32,18
2,Deccan Chargers,1,DJ Harris,2,5,S Dhawan,8,6,10,11
2,Deccan Chargers,2,PA Patel,17,13,DJ Harris,3,6,21,19
2,Deccan Chargers,3,DJ Harris,25,18,CL White,8,13,39,31
2,Deccan Chargers,4,KC Sangakkara,1,2,CL White,0,1,1,3
2,Deccan Chargers,5,KC Sangakkara,3,4,PA Reddy,0,0,3,4
2,Deccan Chargers,6,AA Jhunjhunwala,18,18,PA Reddy,24,13,43,31
2,Deccan Chargers,7,A Ashish Reddy,3,3,AA Jhunjhunwala,1,2,4,5
2,Deccan Chargers,8,A Ashish Reddy,5,5,J Theron,0,1,9,6
2,Deccan Chargers,9,J Theron,7,5,A Mishra,8,5,15,10
