match_number,opponent,batter,runs,balls,fours,sixes,strike_rate,dismissal
3,Kolkata Knight Riders,MA Agarwal,32,21,4,1,152.38,c RK Singh b Harshit Rana
3,Kolkata Knight Riders,Abhishek Sharma,32,19,4,2,168.42,c CV Varun b AD Russell
3,Kolkata Knight Riders,RA Tripathi,20,20,0,1,100.0,c Harshit Rana b SP Narine
3,Kolkata Knight Riders,AK Markram,18,13,2,0,138.46,c RK Singh b CV Varun
3,Kolkata Knight Riders,H Klaasen,63,29,0,8,217.24,c Suyash Sharma b Harshit Rana
3,Kolkata Knight Riders,Abdul Samad,15,11,1,1,136.36,c VR Iyer b AD Russell
3,Kolkata Knight Riders,Shahbaz Ahmed,16,5,1,2,320.0,c SS Iyer b Harshit Rana
3,Kolkata Knight Riders,M Jansen,1,1,0,0,100.0,not out
3,Kolkata Knight Riders,PJ Cummins,0,1,0,0,0.0,not out
8,Mumbai Indians,MA Agarwal,11,13,1,0,84.62,c TH David b HH Pandya
8,Mumbai Indians,TM Head,62,24,9,3,258.33,c Naman Dhir b G Coetzee
8,Mumbai Indians,Abhishek Sharma,63,23,3,7,273.91,c Naman Dhir b PP Chawla
8,Mumbai Indians,AK Markram,42,28,2,1,150.0,not out
8,Mumbai Indians,H Klaasen,80,34,4,7,235.29,not out
12,Gujarat Titans,MA Agarwal,16,17,2,0,94.12,c DG Nalkande b Azmatullah Omarzai
12,Gujarat Titans,TM Head,19,14,3,0,135.71,b Noor Ahmad
12,Gujarat Titans,Abhishek Sharma,29,20,2,2,145.0,c Shubman Gill b MM Sharma
12,Gujarat Titans,AK Markram,17,19,0,0,89.47,c Rashid Khan b UT Yadav
12,Gujarat Titans,H Klaasen,24,13,1,2,184.62,b Rashid Khan
12,Gujarat Titans,Shahbaz Ahmed,22,20,1,1,110.0,c R Tewatia b MM Sharma
12,Gujarat Titans,Abdul Samad,29,14,3,1,207.14,"run out (WP Saha, Noor Ahmad)"
12,Gujarat Titans,Washington Sundar,0,1,0,0,0.0,c Rashid Khan b MM Sharma
12,Gujarat Titans,PJ Cummins,2,2,0,0,100.0,not out
18,Chennai Super Kings,TM Head,31,24,3,1,129.17,c R Ravindra b M Theekshana
18,Chennai Super Kings,Abhishek Sharma,37,12,3,4,308.33,c RA Jadeja b DL Chahar
18,Chennai Super Kings,AK Markram,50,36,4,1,138.89,lbw b MM Ali
18,Chennai Super Kings,Shahbaz Ahmed,18,19,0,1,94.74,lbw b MM Ali
18,Chennai Super Kings,H Klaasen,10,11,1,0,90.91,not out
18,Chennai Super Kings,Nithish Kumar Reddy,14,8,1,1,175.0,not out
23,Punjab Kings,TM Head,21,15,4,0,140.0,c S Dhawan b Arshdeep Singh
23,Punjab Kings,Abhishek Sharma,16,11,2,1,145.45,c Shashank Singh b SM Curran
23,Punjab Kings,AK Markram,0,2,0,0,0.0,c JM Sharma b Arshdeep Singh
23,Punjab Kings,Nithish Kumar Reddy,64,37,4,5,172.97,c K Rabada b Arshdeep Singh
23,Punjab Kings,RA Tripathi,11,14,1,0,78.57,c JM Sharma b HV Patel
23,Punjab Kings,H Klaasen,9,9,1,0,100.0,c SM Curran b HV Patel
23,Punjab Kings,Abdul Samad,25,12,5,0,208.33,c HV Patel b Arshdeep Singh
23,Punjab Kings,Shahbaz Ahmed,14,7,1,1,200.0,not out
23,Punjab Kings,PJ Cummins,3,4,0,0,75.0,b K Rabada
23,Punjab Kings,B Kumar,6,8,0,0,75.0,c JM Bairstow b SM Curran
23,Punjab Kings,JD Unadkat,6,1,0,1,600.0,not out
30,Royal Challengers Bengaluru,Abhishek Sharma,34,22,2,2,154.55,c LH Ferguson b RJW Topley
30,Royal Challengers Bengaluru,TM Head,102,41,9,8,248.78,c F du Plessis b LH Ferguson
30,Royal Challengers Bengaluru,H Klaasen,67,31,2,7,216.13,c Vijaykumar Vyshak b LH Ferguson
30,Royal Challengers Bengaluru,AK Markram,32,17,2,2,188.24,not out
30,Royal Challengers Bengaluru,Abdul Samad,37,10,4,3,370.0,not out
35,Delhi Capitals,TM Head,89,32,11,6,278.12,c T Stubbs b Kuldeep Yadav
35,Delhi Capitals,Abhishek Sharma,46,12,2,6,383.33,c AR Patel b Kuldeep Yadav
