match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
3,2011-04-09,Kochi Tuskers Kerala,Nehru Stadium,1.0,0,19,0,19.0,2,0,1
8,2011-04-12,Mumbai Indians,M Chinnaswamy Stadium,3.0,0,31,0,10.33,4,0,1
30,2011-04-26,Delhi Daredevils,Feroz Shah Kotla,4.0,0,37,2,9.25,10,3,2
35,2011-04-29,Pune Warriors,M Chinnaswamy Stadium,4.0,0,26,0,6.5,8,0,0
47,2011-05-06,Kings XI Punjab,M Chinnaswamy Stadium,3.0,0,29,0,9.67,7,1,0
50,2011-05-08,Kochi Tuskers Kerala,M Chinnaswamy Stadium,3.0,0,21,1,7.0,4,1,1
58,2011-05-14,Kolkata Knight Riders,M Chinnaswamy Stadium,2.0,0,14,0,7.0,8,2,0
63,2011-05-17,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,3.0,0,29,0,9.67,5,0,2
69,2011-05-22,Chennai Super Kings,M Chinnaswamy Stadium,4.0,0,35,1,8.75,8,1,0
71,2011-05-24,Chennai Super Kings,Wankhede Stadium,3.0,0,32,1,10.67,6,1,1
73,2011-05-27,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",2.0,0,26,0,13.0,3,0,0
74,2011-05-28,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2.0,0,22,0,11.0,2,0,0
