match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,2023-03-31,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",23,17,4,1,135.29,c WP Saha b Rashid Khan,3
6,2023-04-03,Lucknow Super Giants,"MA Chidambaram Stadium, Chepauk, Chennai",19,13,3,0,146.15,st N Pooran b Ravi Bishnoi,4
17,2023-04-12,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk, Chennai",7,10,0,0,70.0,c Sandeep Sharma b A Zampa,5
24,2023-04-17,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",19,9,0,2,211.11,not out,6
29,2023-04-21,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk, Chennai",6,6,1,0,100.0,not out,5
37,2023-04-27,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",23,12,2,2,191.67,c SV Samson b A Zampa,6
41,2023-04-30,Punjab Kings,"MA Chidambaram Stadium, Chepauk, Chennai",10,6,2,0,166.67,st JM Sharma b RD Chahar,4
55,2023-05-10,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",7,12,0,0,58.33,c MR Marsh b Kuldeep Yadav,4
61,2023-05-14,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk, Chennai",1,2,0,0,50.0,b SP Narine,6
71,2023-05-23,Gujarat Titans,"MA Chidambaram Stadium, Chepauk, Chennai",9,4,0,1,225.0,not out,8
