innings,team,wicket_number,player_out,score,over
1,Royal Challengers Bangalore,1,V Kohli,2,1.5
1,Royal Challengers Bangalore,2,Anuj Rawat,16,3.2
1,Royal Challengers Bangalore,3,GJ Maxwell,136,13.3
1,Royal Challengers Bangalore,4,MK Lomror,143,14.4
1,Royal Challengers Bangalore,5,F du Plessis,146,15.1
1,Royal Challengers Bangalore,6,KD Karthik,185,19.1
2,Mumbai Indians,1,Ishan Kishan,51,5.4
2,Mumbai Indians,2,RG Sharma,52,5.6
2,Mumbai Indians,3,SA Yadav,192,16.4
2,Mumbai Indians,4,TH David,192,16.5
