innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Royal Challengers Bangalore,1,V Kohli,1,4,F du Plessis,1,1,2,5
1,Royal Challengers Bangalore,2,Anuj Rawat,6,4,F du Plessis,8,5,14,9
1,Royal Challengers Bangalore,3,GJ Maxwell,68,33,F du Plessis,49,29,120,61
1,Royal Challengers Bangalore,4,MK Lomror,1,3,F du Plessis,6,4,7,7
1,Royal Challengers Bangalore,5,KD Karthik,1,1,F du Plessis,1,2,3,3
1,Royal Challengers Bangalore,6,KM Jadhav,10,7,KD Karthik,29,17,39,24
1,Royal Challengers Bangalore,7,PWH de Silva,12,8,KM Jadhav,2,3,14,11
2,Mumbai Indians,1,Ishan Kishan,42,21,RG Sharma,7,7,51,28
2,Mumbai Indians,2,SA Yadav,1,1,RG Sharma,0,1,1,2
2,Mumbai Indians,3,SA Yadav,82,34,N Wadhera,46,32,140,64
2,Mumbai Indians,4,TH David,0,1,N Wadhera,0,0,0,1
2,Mumbai Indians,5,C Green,2,2,N Wadhera,6,2,8,4
