innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,1,5,Mumbai Indians,V Kohli,JP Behrendorff,HAS Khalid,wicket,upheld,False
2,5,6,Royal Challengers Bangalore,RG Sharma,PWH de Silva,HAS Khalid,wicket,upheld,False
2,8,3,Royal Challengers Bangalore,SA Yadav,Vijaykumar Vyshak,VK Sharma,wicket,struck down,True
