innings,team,wicket_number,player_out,score,over
1,Chennai Super Kings,1,F du Plessis,1,1.5
1,Chennai Super Kings,2,MM Ali,2,2.3
1,Chennai Super Kings,3,AT Rayudu,3,2.6
1,Chennai Super Kings,4,SK Raina,7,3.6
1,Chennai Super Kings,5,MS Dhoni,24,6.6
1,Chennai Super Kings,6,RA Jadeja,105,17.4
1,Chennai Super Kings,7,DJ Bravo,144,20.2
2,Mumbai Indians,1,Q de Kock,18,3.2
2,Mumbai Indians,2,Anmolpreet Singh,35,5.6
2,Mumbai Indians,3,SA Yadav,37,6.4
2,Mumbai Indians,4,Ishan Kishan,58,10.2
2,Mumbai Indians,5,KA Pollard,87,14.1
2,Mumbai Indians,6,KH Pandya,94,15.4
2,Mumbai Indians,7,AF Milne,134,20.2
2,Mumbai Indians,8,RD Chahar,135,20.4
