match_number,date,opponent,catches,stumpings,run_outs
4,2025-03-24,Lucknow Super Giants,2,0,0
10,2025-03-30,Sunrisers Hyderabad,1,0,0
17,2025-04-05,Chennai Super Kings,1,0,0
29,2025-04-13,Mumbai Indians,1,0,0
35,2025-04-19,Gujarat Titans,1,0,0
40,2025-04-22,Lucknow Super Giants,1,0,0
66,2025-05-24,Punjab Kings,3,1,0
