match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
4,2025-03-24,Lucknow Super Giants,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",34,22,1,3,154.55,b M Siddharth,6
10,2025-03-30,Sunrisers Hyderabad,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",21,14,3,0,150.0,not out,5
17,2025-04-05,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",24,12,2,1,200.0,not out,6
24,2025-04-10,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",38,23,4,1,165.22,not out,6
29,2025-04-13,Mumbai Indians,"Arun Jaitley Stadium, Delhi",1,4,0,0,25.0,c Naman Dhir b KV Sharma,6
32,2025-04-16,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",34,18,2,2,188.89,not out,5
35,2025-04-19,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",31,21,2,1,147.62,c M Prasidh Krishna b Mohammed Siraj,5
46,2025-04-27,Royal Challengers Bengaluru,"Arun Jaitley Stadium, Delhi",34,18,5,1,188.89,c JR Hazlewood b B Kumar,6
48,2025-04-29,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",1,3,0,0,33.33,b SP Narine,6
55,2025-05-05,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",41,36,4,0,113.89,not out,6
60,2025-05-18,Gujarat Titans,"Arun Jaitley Stadium, Delhi",21,10,0,2,210.0,not out,5
63,2025-05-21,Mumbai Indians,"Wankhede Stadium, Mumbai",2,4,0,0,50.0,lbw b JJ Bumrah,6
66,2025-05-24,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",18,14,2,0,128.57,not out,6
