innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Delhi Capitals,1,PP Shaw,24,16,S Dhawan,10,11,36,27
1,Delhi Capitals,2,SS Iyer,18,20,S Dhawan,24,23,43,43
1,Delhi Capitals,3,RR Pant,25,13,S Dhawan,13,9,41,22
1,Delhi Capitals,4,CA Ingram,2,2,S Dhawan,0,0,2,2
1,Delhi Capitals,5,KMA Paul,0,4,S Dhawan,1,1,1,5
1,Delhi Capitals,6,AR Patel,1,1,S Dhawan,3,3,4,4
1,Delhi Capitals,7,AR Patel,8,8,R Tewatia,11,9,20,17
2,Chennai Super Kings,1,SR Watson,16,11,AT Rayudu,5,5,21,16
2,Chennai Super Kings,2,SK Raina,19,9,SR Watson,28,15,52,24
2,Chennai Super Kings,3,KM Jadhav,14,15,SK Raina,11,7,25,22
2,Chennai Super Kings,4,MS Dhoni,32,35,KM Jadhav,13,19,48,53
2,Chennai Super Kings,5,DJ Bravo,4,3,MS Dhoni,0,0,4,3
