innings,team,wicket_number,player_out,score,over
1,Kolkata Knight Riders,1,G Gambhir,21,5.3
1,Kolkata Knight Riders,2,JH Kallis,40,9.4
1,Kolkata Knight Riders,3,BB McCullum,107,17.1
1,Kolkata Knight Riders,4,Shakib Al Hasan,117,18.5
2,Pune Warriors,1,RV Uthappa,11,3.2
2,Pune Warriors,2,MJ Clarke,51,8.4
2,Pune Warriors,3,JD Ryder,56,10.2
2,Pune Warriors,4,SC Ganguly,62,11.4
2,Pune Warriors,5,AP Majumdar,86,16.5
2,Pune Warriors,6,CJ Ferguson,92,17.6
2,Pune Warriors,7,Harpreet Singh,95,18.5
2,Pune Warriors,8,WD Parnell,97,19.3
