innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Royal Challengers Bangalore,Akash Deep,3.5,0,45,3,11.74,10,0,1
1,Royal Challengers Bangalore,DJ Willey,2.0,0,7,0,3.5,5,0,0
1,Royal Challengers Bangalore,HV Patel,4.0,2,11,2,2.75,19,0,0
1,Royal Challengers Bangalore,Mohammed Siraj,4.0,0,25,1,6.25,11,0,0
1,Royal Challengers Bangalore,PWH de Silva,4.0,0,20,4,5.0,15,0,0
1,Royal Challengers Bangalore,Shahbaz Ahmed,1.0,0,16,0,16.0,2,1,0
2,Kolkata Knight Riders,AD Russell,2.2,0,36,0,15.43,6,1,1
2,Kolkata Knight Riders,CV Varun,4.0,0,33,1,8.25,10,1,0
2,Kolkata Knight Riders,SP Narine,4.0,0,12,1,3.0,13,0,0
2,Kolkata Knight Riders,TG Southee,4.0,0,20,3,5.0,16,2,0
2,Kolkata Knight Riders,UT Yadav,4.0,0,16,2,4.0,13,0,0
2,Kolkata Knight Riders,VR Iyer,1.0,0,10,0,10.0,2,0,0
