innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,16,6,Royal Challengers Bangalore,UT Yadav,HV Patel,J Madanagopal,,struck down,False
2,15,5,Kolkata Knight Riders,SE Rutherford,TG Southee,J Madanagopal,,struck down,False
