innings,team,wicket_number,player_out,score,over
1,Kolkata Knight Riders,1,VR Iyer,14,4.1
1,Kolkata Knight Riders,2,AM Rahane,32,5.6
1,Kolkata Knight Riders,3,N Rana,44,6.5
1,Kolkata Knight Riders,4,SS Iyer,46,7.4
1,Kolkata Knight Riders,5,SP Narine,67,9.5
1,Kolkata Knight Riders,6,SP Jackson,67,9.6
1,Kolkata Knight Riders,7,SW Billings,83,12.4
1,Kolkata Knight Riders,8,AD Russell,99,14.5
1,Kolkata Knight Riders,9,TG Southee,101,15.3
1,Kolkata Knight Riders,10,UT Yadav,128,19.5
2,Royal Challengers Bangalore,1,Anuj Rawat,1,1.3
2,Royal Challengers Bangalore,2,F du Plessis,17,2.6
2,Royal Challengers Bangalore,3,V Kohli,17,3.1
2,Royal Challengers Bangalore,4,DJ Willey,62,11.6
2,Royal Challengers Bangalore,5,Shahbaz Ahmed,101,16.6
2,Royal Challengers Bangalore,6,SE Rutherford,107,18.2
2,Royal Challengers Bangalore,7,PWH de Silva,111,18.5
