match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
28,2009-05-03,Mumbai Indians,New Wanderers Stadium,7,8,1,0,87.5,c AM Nayar b Z Khan,2
33,2009-05-07,Rajasthan Royals,SuperSport Park,8,9,1,0,88.89,c LA Carseldine b A Singh,2
