innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Chennai Super Kings,RD Gaikwad,101,60,9,5,168.33,not out,1
1,Chennai Super Kings,F du Plessis,25,19,2,1,131.58,st SV Samson b R Tewatia,2
1,Chennai Super Kings,SK Raina,3,5,0,0,60.0,c S Dube b R Tewatia,3
1,Chennai Super Kings,MM Ali,21,17,1,1,123.53,st SV Samson b R Tewatia,4
1,Chennai Super Kings,AT Rayudu,2,4,0,0,50.0,c GD Phillips b C Sakariya,5
1,Chennai Super Kings,RA Jadeja,32,15,4,1,213.33,not out,6
2,Rajasthan Royals,E Lewis,27,12,2,2,225.0,c JR Hazlewood b SN Thakur,1
2,Rajasthan Royals,YBK Jaiswal,50,21,6,3,238.1,c MS Dhoni b KM Asif,2
2,Rajasthan Royals,SV Samson,28,24,4,0,116.67,c RD Gaikwad b SN Thakur,3
2,Rajasthan Royals,S Dube,64,42,4,4,152.38,not out,4
2,Rajasthan Royals,GD Phillips,14,8,1,1,175.0,not out,5
