innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Gujarat Lions,DJ Bravo,4.0,0,39,0,9.75,8,1,0
1,Gujarat Lions,DR Smith,2.0,0,14,1,7.0,5,1,0
1,Gujarat Lions,DS Kulkarni,4.0,0,30,1,7.5,10,1,0
1,Gujarat Lions,P Kumar,4.0,1,19,2,4.75,14,0,0
1,Gujarat Lions,PV Tambe,2.0,0,15,0,7.5,4,0,0
1,Gujarat Lions,RA Jadeja,3.0,0,25,0,8.33,2,0,0
1,Gujarat Lions,S Kaushik,1.0,0,14,0,14.0,0,0,0
2,Kolkata Knight Riders,AD Russell,3.0,0,21,1,7.0,11,1,0
2,Kolkata Knight Riders,GB Hogg,2.0,0,19,1,9.5,5,0,0
2,Kolkata Knight Riders,M Morkel,4.0,0,38,0,9.5,8,0,0
2,Kolkata Knight Riders,PP Chawla,4.0,0,30,1,7.5,11,0,0
2,Kolkata Knight Riders,Shakib Al Hasan,3.0,0,38,1,12.67,6,0,0
2,Kolkata Knight Riders,UT Yadav,2.0,0,18,0,9.0,3,0,0
