innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,12,6,Punjab Kings,A Badoni,SM Curran,Nitin Menon,wicket,struck down,False
1,20,4,Punjab Kings,N Pooran,Arshdeep Singh,Nitin Menon,wicket,upheld,False
2,1,4,Lucknow Super Giants,P Simran Singh,MP Stoinis,Nitin Menon,wicket,struck down,False
2,16,2,Punjab Kings,LS Livingstone,Ravi Bishnoi,Vinod Seshan,wicket,struck down,False
