innings,team,wicket_number,player_out,score,over
1,Sunrisers Hyderabad,1,PA Reddy,2,1.5
1,Sunrisers Hyderabad,2,KC Sangakkara,6,2.4
1,Sunrisers Hyderabad,3,S Dhawan,7,2.6
1,Sunrisers Hyderabad,4,KV Sharma,15,4.4
1,Sunrisers Hyderabad,5,NLTC Perera,19,5.4
1,Sunrisers Hyderabad,6,GH Vihari,29,7.1
1,Sunrisers Hyderabad,7,A Mishra,87,15.1
1,Sunrisers Hyderabad,8,A Ashish Reddy,114,18.5
1,Sunrisers Hyderabad,9,DJG Sammy,127,19.6
2,Rajasthan Royals,1,AM Rahane,7,3.3
2,Rajasthan Royals,2,R Dravid,81,13.5
