innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Mumbai Indians,BCJ Cutting,3.0,0,28,1,9.33,4,0,0
1,Mumbai Indians,HH Pandya,4.0,0,44,1,11.0,7,3,0
1,Mumbai Indians,JJ Bumrah,4.0,0,19,1,4.75,10,0,0
1,Mumbai Indians,JP Duminy,1.0,0,8,0,8.0,1,0,0
1,Mumbai Indians,KH Pandya,1.0,0,10,0,10.0,1,0,0
1,Mumbai Indians,M Markande,3.0,0,29,1,9.67,6,1,0
1,Mumbai Indians,MJ McClenaghan,4.0,0,31,1,7.75,12,1,0
2,Kings XI Punjab,AJ Tye,4.0,0,35,1,8.75,7,1,0
2,Kings XI Punjab,AR Patel,1.0,0,9,0,9.0,1,0,0
2,Kings XI Punjab,AS Rajpoot,3.0,0,31,0,10.33,8,0,0
2,Kings XI Punjab,MP Stoinis,3.0,0,37,1,12.33,6,0,0
2,Kings XI Punjab,Mujeeb Ur Rahman,4.0,0,37,2,9.25,11,1,0
2,Kings XI Punjab,R Ashwin,4.0,0,23,0,5.75,7,0,0
