innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Kolkata Knight Riders,AD Russell,1.0,0,12,0,12.0,1,0,0
1,Kolkata Knight Riders,CV Varun,4.0,0,38,1,9.5,9,0,0
1,Kolkata Knight Riders,Harshit Rana,3.0,0,21,1,7.0,11,0,0
1,Kolkata Knight Riders,N Rana,1.0,0,3,0,3.0,4,0,0
1,Kolkata Knight Riders,SN Thakur,2.0,0,27,2,13.5,3,1,1
1,Kolkata Knight Riders,SP Narine,4.0,0,28,2,7.0,8,1,0
1,Kolkata Knight Riders,Suyash Sharma,1.0,0,12,0,12.0,2,0,0
1,Kolkata Knight Riders,VG Arora,4.0,0,30,2,7.5,9,3,1
2,Lucknow Super Giants,K Gowtham,4.0,0,26,1,6.5,9,2,0
2,Lucknow Super Giants,KH Pandya,4.0,0,30,1,7.5,8,0,0
2,Lucknow Super Giants,Mohsin Khan,1.0,0,15,0,15.0,2,0,0
2,Lucknow Super Giants,Naveen-ul-Haq,4.0,0,46,0,11.5,8,0,0
2,Lucknow Super Giants,Ravi Bishnoi,4.0,0,23,2,5.75,10,0,0
2,Lucknow Super Giants,Yash Thakur,3.0,0,31,2,10.33,7,3,0
